Question,Document,Label
"what did mia hamm do his work	She is the author of Go For the Goal : A Champion 's Guide to Winning in Soccer and Life and appeared in the HBO documentary Dare to Dream : The Story of the U.S. Women 's Soccer Team .	0",,
"what did mia hamm do his work	Hamm takes a corner kick .	0",,
"how did the new york red bulls started in the mls	The team competes in the Eastern Conference of Major League Soccer ( MLS ) .	0",,
"how did the new york red bulls started in the mls	The team was originally known as the New York/New Jersey MetroStars through 1997 .	0",,
"how did the new york red bulls started in the mls	The team 's best result in the MLS was the MLS Cup final in 2008 .	0",,
"what countries are under the buddhism religion	An additional challenge is the hostility of several national governments ( often Communist ones such as China or North Korea ) to religion generally or to Buddhism specifically .	0",,
"what countries are under the buddhism religion	Adherents.com ( as of 2012 ) suggests a figure of 397 million .	0",,
"what countries are under the buddhism religion	See the article Decline of Buddhism in India .	0",,
"how many land rovers have landed on mars	Artist 's conception of the Curiosity rover vaporizing rock on Mars .	0",,
"how many land rovers have landed on mars	The rover landed on Mars in August 2012 .	0",,
"how many land rovers have landed on mars	A Mars rover is an automated motor vehicle which propels itself across the surface of the planet Mars after landing .	0",,
"how many land rovers have landed on mars	There have been four successful robotically operated Mars rovers .	1",,
"how many land rovers have landed on mars	The Jet Propulsion Laboratory managed the Mars Pathfinder mission and its now inactive Sojourner rover .	0",,
"how do forensic auditors examine financial reporting	Financial audits are typically performed by firms of practicing accountants who are experts in financial reporting .	1",,
"how do forensic auditors examine financial reporting	The financial audit is one of many assurance functions provided by accounting firms .	0",,
"how do forensic auditors examine financial reporting	External auditors may choose to place limited reliance on the work of internal auditors .	0",,
"how do forensic auditors examine financial reporting	Almost all jurisdictions require auditors to follow the ISA or a local variation of the ISA .	0",,
"what does a silver dollar 1873 coin look like	Gold dollars and gold-colored dollars have also been produced by the United States .	0",,
"what does a silver dollar 1873 coin look like	The Sacagawea and Presidential dollars are often referred to as `` golden dollars '' .	0",,
"how fast is one g	In straight and level flight lift ( L ) equals weight ( W ) .	0",,
"how fast is one g	The pilot experiences 2g and a doubled weight .	0",,
"how fast is one g	This top-fuel dragster can accelerate from zero to in 0.86 seconds .	0",,
"how fast is one g	This is a horizontal acceleration of 5.3 g. Combined with the vertical g-force in the stationary case the Pythagorean theorem yields a g force of 5.4 g .	0",,
"how fast is one g	g-force ( with g from gravitational ) is a term for accelerations felt as weight and measurable by accelerometers .	0",,
"how fast is one g	This acceleration experienced by an object is due to the vector sum of non-gravitational forces acting on an object free to move .	0",,
"how fast is one g	They cause stresses and strains on objects .	0",,
"how fast is one g	These are examples of coordinate acceleration ( a change in velocity ) without a sensation of weight .	0",,
"What did the augurs use to interpret the will of the gods ?	This was known as `` taking the auspices . ''	0",,
"how were letters sealed in the 1800s	Present-day impression of a Late Bronze Age seal	0",,
"how were letters sealed in the 1800s	Town seal ( matrix ) of Náchod from 1570	0",,
"how were letters sealed in the 1800s	The study of seals is known as sigillography or sphragistics .	0",,
"what does a groundhog look for on groundhog day	Modern customs of the holiday involve celebrations where early morning festivals are held to watch the groundhog emerging from its burrow .	0",,
"how is the weather in tampa	High resolution image of Tampa Bay region	0",,
"how is the weather in tampa	Highs usually range between 65 and 95 °F ( 18 and 35 °C ) year round .	0",,
"how is the weather in tampa	St. Petersburg 's all-time record high is exactly 100 °F ( 38 °C ) .	0",,
"how is the weather in tampa	This proximity to large bodies of water both moderates temperatures and introduces large amounts of humidity into the atmosphere .	0",,
"What generates gamma radiation	The electromagnetic spectrum is the range of all possible frequencies of electromagnetic radiation .	0",,
"What generates gamma radiation	Legend	0",,
"how many presidential terms did fdr serve	The bipartisan Conservative Coalition that formed in 1937 prevented his packing the Supreme Court or passing any considerable legislation ; it abolished many of the relief programs when unemployment diminished during World War II .	0",,
"how many presidential terms did fdr serve	His goal was to make America the `` Arsenal of Democracy `` which would supply munitions to the Allies .	0",,
"how many presidential terms did fdr serve	He supervised the mobilization of the U.S. economy to support the Allied war effort .	0",,
"how many presidential terms did fdr serve	He orchestrated the realignment of voters that created the Fifth Party System .	0",,
"how many presidential terms did fdr serve	He also influenced the later creation of the United Nations and Bretton Woods .	0",,
"What committees are joint committees	A Joint Committee is a term in politics that is used to refer to a committee made up of members of both chambers of a bicameral legislature .	1",,
